coverage,length_score,structure_score,hedge_count,word_count_norm,score
0.19,0.207,0.542,0,0.093,52
0.357,0.174,0.402,0,0.028,55
0.22,0.658,0.278,1,0.619,51
0.219,0.302,0.599,0,0.366,62
0.922,0.569,0.252,0,0.599,88
0.696,0.678,0.972,1,0.568,75
0.762,0.688,0.978,1,0.683,80
0.609,0.585,0.382,1,0.658,69
0.705,0.013,0.021,2,0.132,51
0.738,0.757,0.62,0,0.648,83
0.202,0.376,0.642,0,0.503,61
0.946,0.739,0.329,0,0.684,90
0.04,0.792,0.415,2,0.729,44
0.847,0.331,0.242,1,0.197,75
0.988,0.801,0.696,0,0.833,92
0.322,0.442,0.006,2,0.439,54
0.052,0.992,0.938,0,0.87,70
0.831,0.932,0.236,0,0.91,85
0.164,0.198,0.424,1,0.123,45
0.448,0.636,0.272,2,0.63,64
0.36,0.378,0.471,0,0.38,66
0.76,0.82,0.794,0,0.899,86
0.083,0.906,0.3,1,0.802,60
0.257,0.464,0.454,0,0.483,61
0.333,0.715,0.196,0,0.566,70
0.73,0.374,0.405,0,0.506,80
0.373,0.49,0.641,1,0.361,67
0.992,0.124,0.932,0,0.032,83
0.255,0.913,0.722,1,0.976,68
0.368,0.058,0.385,0,0.129,54
0.035,0.813,0.631,1,0.671,59
0.148,0.605,0.944,0,0.531,66
0.952,0.842,0.012,2,0.72,78
0.384,0.706,0.974,0,0.712,71
0.423,0.83,0.253,0,0.83,71
0.887,0.586,0.734,2,0.699,79
0.089,0.636,0.777,0,0.73,59
0.21,0.748,0.699,0,0.894,71
0.002,0.07,0.696,1,0.045,41
0.431,0.176,0.186,0,0.085,55
0.948,0.451,0.814,0,0.361,90
0.809,0.192,0.983,2,0.165,71
0.624,0.868,0.166,0,0.744,73
0.064,0.03,0.235,0,0.082,40
0.061,0.752,0.007,1,0.839,45
0.211,0.792,0.376,1,0.938,63
0.932,0.473,0.337,0,0.424,84
0.343,0.315,0.24,0,0.365,58
0.057,0.356,0.33,0,0.207,56
0.402,0.835,0.925,0,0.866,82
0.279,0.699,0.815,0,0.685,72
0.87,0.515,0.66,0,0.661,89
0.813,0.017,0.36,0,0.158,73
0.678,0.234,0.485,1,0.268,61
0.428,0.931,0.931,1,1.0,80
0.734,0.294,0.195,0,0.405,75
0.785,0.717,0.032,0,0.806,76
0.673,0.549,0.875,0,0.668,86
0.482,0.541,0.243,0,0.617,70
0.089,0.435,0.716,0,0.564,56
0.383,0.28,0.719,1,0.273,64
0.123,0.136,0.535,1,0.134,50
0.333,0.224,0.576,1,0.093,54
0.91,0.743,0.725,1,0.786,85
0.856,0.808,0.224,0,0.745,80
0.34,0.592,0.188,0,0.614,59
0.313,0.38,0.737,0,0.249,65
0.847,0.98,0.32,0,1.0,93
0.126,0.664,0.591,0,0.633,62
0.461,0.145,0.943,2,0.061,59
0.147,0.283,0.747,2,0.373,50
0.599,0.309,0.99,0,0.241,79
0.574,0.631,0.216,0,0.692,70
0.981,0.333,0.828,0,0.437,91
0.225,0.736,0.923,2,0.64,60
0.392,0.984,0.659,2,0.882,61
0.392,0.422,0.473,0,0.499,64
0.528,0.283,0.696,0,0.343,70
0.097,0.323,0.791,2,0.415,51
0.71,0.458,0.164,0,0.441,72
0.897,0.21,0.804,0,0.281,75
0.726,0.576,0.678,2,0.47,76
0.427,0.842,0.926,0,0.799,78
0.945,0.117,0.515,0,0.145,83
0.627,0.404,0.034,0,0.373,65
0.596,0.172,0.745,2,0.23,63
0.659,0.778,0.865,1,0.743,80
0.445,0.012,0.117,0,0.009,58
0.51,0.023,0.573,1,0.017,60
0.095,0.593,0.384,1,0.654,50
0.125,0.325,0.714,2,0.414,43
0.813,0.02,0.556,1,0.105,67
0.064,0.837,0.539,2,0.924,48
0.753,0.966,0.898,0,1.0,93
0.005,0.447,0.314,0,0.336,48
0.161,0.562,0.851,0,0.437,59
0.299,0.966,0.172,1,0.816,61
0.946,0.519,0.783,1,0.529,78
0.49,0.313,0.911,0,0.345,71
0.688,0.663,0.045,0,0.569,72
0.833,0.957,0.602,0,0.985,87
0.729,0.422,0.55,0,0.387,81
0.4,0.083,0.254,0,0.215,53
0.204,0.63,0.269,1,0.689,52
0.372,0.657,0.821,1,0.556,71
0.316,0.788,0.379,1,0.712,60
0.531,0.684,0.407,0,0.726,72
0.334,0.273,0.869,0,0.205,59
0.979,0.222,0.952,2,0.35,71
0.728,0.307,0.821,0,0.186,75
0.572,0.282,0.271,0,0.401,62
0.947,0.39,0.345,1,0.443,79
0.552,0.882,0.403,1,0.77,67
0.514,0.155,0.126,0,0.175,58
0.918,0.639,0.37,2,0.564,76
0.707,0.183,0.986,2,0.174,63
0.953,0.521,0.718,2,0.44,79
0.087,0.306,0.771,2,0.183,41
0.73,0.945,0.165,0,0.82,79
0.93,0.808,0.011,0,0.861,90
0.136,0.498,0.685,1,0.614,58
0.405,0.616,0.911,1,0.468,67
0.534,0.345,0.994,1,0.48,72
0.88,0.528,0.609,1,0.513,75
0.93,0.764,0.904,0,0.637,97
0.514,0.952,0.423,0,0.853,83
0.338,0.679,0.832,2,0.759,57
0.299,0.294,0.213,1,0.333,51
0.923,0.929,0.959,1,1.0,85
0.463,0.618,0.488,0,0.47,70
0.298,0.107,0.35,1,0.013,48
0.101,0.492,0.085,1,0.612,47
0.913,0.007,0.769,0,0.0,76
0.299,0.428,0.182,2,0.359,55
0.656,0.439,0.14,1,0.419,64
0.871,0.198,0.19,0,0.088,72
0.331,0.032,0.666,0,0.17,64
0.119,0.489,0.496,1,0.553,50
0.764,0.882,0.502,1,0.985,79
0.11,0.108,0.021,0,0.061,40
0.684,0.052,0.83,0,0.195,74
0.434,0.289,0.486,2,0.268,55
0.729,0.187,0.281,0,0.296,75
0.247,0.821,0.198,1,0.906,55
0.73,0.611,0.189,2,0.638,68
0.229,0.132,0.038,0,0.261,49
0.616,0.091,0.051,0,0.098,64
0.98,0.222,0.426,0,0.225,81
0.304,0.269,0.281,0,0.332,54
0.895,0.182,0.001,1,0.255,63
0.472,0.908,0.101,0,0.834,72
0.334,0.112,0.669,1,0.128,59
0.331,0.741,0.361,2,0.768,59
0.238,0.276,0.584,0,0.392,54
0.743,0.12,0.587,1,0.215,63
0.446,0.099,0.942,1,0.052,63
0.99,0.202,0.721,0,0.09,82
0.712,0.892,0.759,2,1.0,82
0.895,0.448,0.717,0,0.318,83
0.931,0.504,0.022,1,0.436,80
0.29,0.956,0.061,1,0.863,66
0.495,0.532,0.513,0,0.432,74
0.384,0.779,0.401,0,0.691,64
0.572,0.592,0.009,2,0.596,59
0.721,0.259,0.852,0,0.321,77
0.171,0.046,0.238,0,0.088,54
0.278,0.133,0.873,0,0.176,57
0.823,0.535,0.001,0,0.575,82
0.325,0.946,0.884,0,1.0,75
0.611,0.325,0.057,2,0.178,54
0.73,0.28,0.256,0,0.291,77
0.778,0.781,0.106,1,0.837,80
0.257,0.626,0.604,0,0.721,62
0.269,0.582,0.808,2,0.551,57
0.73,0.434,0.148,0,0.312,69
0.185,0.862,0.189,0,0.995,59
0.282,0.31,0.885,2,0.278,55
0.069,0.072,0.245,1,0.213,36
0.527,0.727,0.808,1,0.607,72
0.11,0.014,0.831,0,0.0,55
0.268,0.939,0.6,2,1.0,67
0.106,0.736,0.338,1,0.611,51
0.76,0.892,0.815,0,0.842,84
0.056,0.692,0.627,0,0.548,55
0.545,0.103,0.886,0,0.0,73
0.024,0.427,0.147,1,0.363,50
0.684,0.687,0.715,0,0.685,87
0.225,0.956,0.282,0,0.991,63
0.923,0.92,0.896,1,0.815,89
0.335,0.181,0.425,1,0.237,55
0.287,0.875,0.271,0,0.924,73
0.811,0.711,0.076,0,0.82,85
0.778,0.147,0.148,0,0.213,72
0.478,0.067,0.578,1,0.001,52
0.995,0.182,0.385,0,0.18,79
0.973,0.602,0.637,0,0.693,90
0.246,0.419,0.497,1,0.417,56
0.23,0.084,0.715,1,0.107,53
0.748,0.703,0.235,0,0.614,83
0.362,0.474,0.134,0,0.342,60
0.849,0.867,0.819,0,0.855,95
0.552,0.931,0.421,0,1.0,73
0.138,0.962,0.704,0,1.0,71
0.425,0.054,0.106,1,0.0,55
0.87,0.03,0.365,0,0.0,66
0.831,0.416,0.765,0,0.489,85
0.699,0.3,0.412,0,0.283,74
0.013,0.111,0.06,1,0.0,41
0.503,0.011,0.833,1,0.145,59
0.711,0.258,0.572,0,0.321,72
0.157,0.973,0.522,0,1.0,67
0.056,0.392,0.823,1,0.424,47
0.692,0.477,0.653,0,0.575,73
0.803,0.647,0.195,0,0.528,78
0.779,0.335,0.24,0,0.347,68
0.597,0.757,0.309,1,0.668,76
0.24,0.085,0.57,0,0.104,58
0.046,0.315,0.944,0,0.459,60
0.959,0.5,0.314,0,0.568,89
0.703,0.097,0.407,1,0.098,63
0.775,0.024,0.796,0,0.05,77
0.29,0.152,0.463,1,0.03,54
0.884,0.807,0.654,2,0.873,85
0.502,0.992,0.609,1,1.0,73
0.785,0.339,0.36,2,0.471,59
0.713,0.683,0.239,1,0.715,78
0.567,0.994,0.097,0,0.887,81
0.547,0.969,0.781,0,0.969,82
0.17,0.296,0.068,1,0.255,42
0.179,0.772,0.258,0,0.916,65
0.442,0.924,0.94,1,0.92,74
0.287,0.409,0.62,1,0.298,56
0.845,0.952,0.374,1,0.926,82
0.877,0.991,0.043,1,0.858,85
0.7,0.561,0.155,0,0.498,70
0.399,0.073,0.388,0,0.124,56
0.468,0.535,0.818,0,0.411,76
0.917,0.922,0.768,0,0.892,88
0.342,0.604,0.213,1,0.597,56
0.038,0.156,0.47,1,0.07,45
0.988,0.774,0.062,2,0.732,75
0.473,0.054,0.868,2,0.109,52
0.636,0.084,0.069,0,0.0,67
0.451,0.42,0.214,0,0.325,59
0.895,0.429,0.963,0,0.328,84
0.419,0.475,0.689,0,0.615,68
0.913,0.57,0.823,1,0.655,84
0.078,0.668,0.617,0,0.717,65
0.734,0.825,0.733,0,0.72,85
0.147,0.864,0.114,1,0.836,57
0.004,0.451,0.833,0,0.491,58
0.578,0.036,0.746,0,0.012,67
0.166,0.378,0.348,0,0.52,57
0.014,0.814,0.016,0,0.815,60
0.699,0.649,0.456,0,0.605,83
0.426,0.974,0.336,0,0.962,73
0.553,0.163,0.436,0,0.267,67
0.437,0.283,0.62,2,0.163,50
0.837,0.09,0.016,0,0.0,72
0.624,0.545,0.634,1,0.569,66
0.29,0.421,0.223,0,0.436,54
0.856,0.951,0.351,2,1.0,77
0.82,0.704,0.741,0,0.836,90
0.508,0.268,0.659,0,0.37,71
0.415,0.242,0.9,0,0.102,61
0.791,0.841,0.519,1,0.871,79
0.959,0.993,0.242,0,0.901,93
0.829,0.801,0.578,0,0.933,85
0.728,0.403,0.318,0,0.384,69
0.801,0.504,0.631,2,0.472,74
0.917,0.837,0.159,0,0.748,81
0.437,0.629,0.593,0,0.664,72
0.972,0.572,0.025,1,0.461,76
0.632,0.358,0.24,0,0.297,69
0.245,0.78,0.786,2,0.708,54
0.083,0.144,0.023,1,0.254,36
0.927,0.123,0.142,0,0.241,68
0.494,0.361,0.838,0,0.241,74
0.414,0.487,0.626,0,0.543,67
0.314,0.908,0.809,0,0.848,79
0.66,0.631,0.855,0,0.774,87
0.484,0.614,0.546,0,0.621,69
0.122,0.606,0.536,1,0.61,51
0.867,0.115,0.217,0,0.007,67
0.692,0.127,0.274,0,0.263,65
0.551,0.294,0.745,0,0.275,76
0.922,0.25,0.198,2,0.366,63
0.393,0.584,0.766,0,0.484,67
0.722,0.433,0.446,1,0.507,74
0.623,0.607,0.429,1,0.563,75
0.819,0.449,0.889,1,0.375,77
0.604,0.877,0.95,1,0.833,74
0.18,0.323,0.791,0,0.247,56
0.372,0.145,0.314,0,0.091,52
0.329,0.465,0.795,0,0.483,65
0.602,0.527,0.103,0,0.592,75
0.807,0.671,0.574,1,0.648,82
0.318,0.32,0.197,2,0.318,42
0.274,0.119,0.453,1,0.067,49
0.576,0.285,0.644,2,0.308,54
0.462,0.131,0.967,0,0.25,72
0.039,0.645,0.069,0,0.744,53
0.301,0.317,0.346,0,0.334,57
0.612,0.393,0.696,0,0.391,75
0.91,0.843,0.938,0,0.702,88
0.01,0.105,0.323,1,0.172,37
0.088,0.724,0.812,2,0.845,60
0.934,0.868,0.26,2,0.731,73
0.304,0.264,0.688,2,0.358,49
0.17,0.138,0.461,0,0.084,48
0.584,0.85,0.895,1,0.834,73
0.528,0.578,0.661,0,0.525,77
0.226,0.264,0.296,0,0.22,59
0.242,0.647,0.856,1,0.52,69
0.06,0.013,0.216,2,0.0,34
0.34,0.814,0.762,1,0.922,71
0.312,0.454,0.154,1,0.336,50
0.917,0.386,0.452,1,0.39,79
0.188,0.278,0.164,0,0.413,54
0.102,0.461,0.107,0,0.383,57
0.187,0.029,0.662,0,0.0,49
0.55,0.354,0.212,0,0.355,66
0.053,0.273,0.098,1,0.238,48
0.194,0.189,0.177,0,0.198,51
0.434,0.681,0.646,0,0.597,67
0.036,0.266,0.066,0,0.199,51
0.7,0.405,0.393,0,0.475,78
0.268,0.206,0.786,0,0.247,63
0.288,0.003,0.185,1,0.04,49
0.853,0.688,0.17,1,0.559,73
0.9,0.142,0.013,0,0.12,66
0.974,0.881,0.171,2,0.987,80
0.97,0.583,0.488,0,0.575,81
0.017,0.68,0.291,0,0.688,52
0.147,0.094,0.305,1,0.045,44
0.351,0.546,0.663,0,0.505,62
0.353,0.71,0.891,2,0.759,67
0.844,0.484,0.27,1,0.552,68
0.979,0.856,0.659,0,0.813,88
0.578,0.696,0.431,0,0.769,72
0.955,0.639,0.965,1,0.693,92
0.449,0.958,0.527,0,1.0,75
0.331,0.589,0.945,0,0.532,65
0.52,0.343,0.612,0,0.432,70
0.793,0.347,0.11,0,0.347,75
0.466,0.15,0.967,1,0.167,58
0.487,0.065,0.295,0,0.0,57
0.593,0.053,0.306,0,0.009,67
0.05,0.138,0.879,2,0.246,45
0.769,0.155,0.086,0,0.048,71
0.432,0.918,0.291,0,0.91,72
0.812,0.637,0.423,0,0.755,87
0.597,0.173,0.436,0,0.264,62
0.768,0.25,0.416,0,0.19,68
0.567,0.628,0.546,0,0.713,79
0.096,0.527,0.694,1,0.657,57
0.468,0.428,0.421,0,0.416,72
0.026,0.767,0.088,0,0.802,53
0.243,0.512,0.127,1,0.632,58
0.054,0.845,0.126,1,0.697,57
0.875,0.46,0.054,0,0.391,83
0.107,0.594,0.822,1,0.588,55
0.061,0.74,0.674,1,0.805,59
0.516,0.562,0.967,0,0.479,78
0.852,0.301,0.311,0,0.393,77
0.201,0.067,0.153,0,0.073,46
0.104,0.025,0.506,0,0.0,44
0.405,0.983,0.82,2,1.0,66
0.613,0.439,0.658,0,0.419,76
0.185,0.819,0.657,0,0.822,70
0.2,0.48,0.289,0,0.618,58
0.668,0.391,0.698,0,0.38,79
0.148,0.283,0.12,0,0.136,49
0.645,0.893,0.62,0,1.0,81
0.139,0.882,0.458,0,1.0,63
0.856,0.503,0.349,1,0.511,75
0.174,0.151,0.656,1,0.103,52
0.787,0.278,0.763,0,0.405,73
0.839,0.484,0.963,1,0.532,81
0.927,0.775,0.525,0,0.834,90
0.581,0.584,0.83,0,0.447,82
0.159,0.097,0.106,1,0.09,46
0.981,0.809,0.733,0,0.691,98
0.728,0.384,0.973,0,0.253,77
0.037,0.75,0.442,0,0.782,63
0.924,0.321,0.699,0,0.211,84
0.556,0.196,0.491,1,0.132,58
0.162,0.814,0.809,0,0.69,62
0.96,0.096,0.033,0,0.214,71
0.408,0.547,0.072,0,0.602,69
0.728,0.528,0.19,0,0.549,74
0.352,0.618,0.559,0,0.708,67
0.625,0.874,0.569,0,0.959,79
0.118,0.231,0.601,0,0.088,58
0.29,0.828,0.39,0,0.698,73
0.968,0.075,0.575,2,0.08,69
0.312,0.619,0.546,0,0.644,72
0.985,0.653,0.032,0,0.581,82
0.765,0.139,0.547,1,0.088,71
0.912,0.062,0.494,2,0.196,70
0.703,0.766,0.035,0,0.901,78
0.612,0.081,0.551,0,0.012,61
0.036,0.508,0.65,0,0.501,60
0.876,0.228,0.931,0,0.31,85
0.534,0.86,0.682,1,0.715,74
0.387,0.377,0.125,1,0.355,51
0.438,0.897,0.983,0,0.853,78
0.918,0.238,0.092,0,0.156,78
0.888,0.793,0.568,2,0.647,81
0.813,0.077,0.127,0,0.012,66
0.602,0.89,0.998,0,0.922,85
0.122,0.077,0.25,1,0.0,45
0.813,0.898,0.859,0,0.962,96
0.78,0.293,0.654,1,0.411,70
0.541,0.104,0.347,0,0.166,64
0.28,0.204,0.137,1,0.123,52
0.211,0.372,0.816,0,0.233,58
0.44,0.764,0.953,0,0.764,72
0.278,0.384,0.827,0,0.252,68
0.384,0.019,0.383,0,0.0,53
0.184,0.431,0.052,0,0.29,57
0.937,0.91,0.754,0,1.0,99
0.81,0.591,0.757,0,0.659,86
0.866,0.783,0.929,2,0.65,76
0.388,0.721,0.678,2,0.868,63
0.424,0.719,0.769,0,0.618,73
0.746,0.925,0.132,0,0.859,84
0.274,0.999,0.771,0,0.95,73
0.616,0.362,0.659,2,0.408,66
0.012,0.307,0.661,2,0.236,39
0.463,0.44,0.466,0,0.434,72
0.218,0.059,0.939,0,0.178,58
0.953,0.44,0.258,2,0.373,75
0.127,0.63,0.147,1,0.677,49
0.655,0.184,0.507,0,0.208,64
0.717,0.061,0.715,0,0.204,65
0.845,0.849,0.54,0,0.879,86
0.077,0.444,0.511,0,0.355,56
0.829,0.681,0.071,0,0.794,75
0.327,0.788,0.335,0,0.907,66
0.942,0.294,0.031,0,0.157,81
0.912,0.026,0.609,2,0.0,68
0.742,0.783,0.713,0,0.747,86
0.657,0.15,0.763,1,0.024,61
0.936,0.225,0.503,1,0.264,77
0.539,0.121,0.878,2,0.0,58
0.524,0.441,0.269,2,0.464,62
0.329,0.799,0.977,0,0.786,78
0.115,0.241,0.733,0,0.2,54
0.506,0.915,0.653,1,0.834,78
0.23,0.828,0.987,1,0.751,72
0.674,0.666,0.606,2,0.602,67
0.082,0.421,0.983,1,0.419,60
0.198,0.18,0.454,0,0.066,51
0.555,0.93,0.743,0,1.0,86
0.024,0.167,0.073,1,0.277,45
0.904,0.354,0.402,1,0.276,72
0.337,0.825,0.337,1,0.86,70
0.045,0.739,0.355,0,0.862,60
0.741,0.436,0.758,1,0.326,70
0.766,0.916,0.937,0,0.812,84
0.593,0.674,0.454,0,0.656,76
0.588,0.945,0.097,0,0.943,71
0.518,0.525,0.508,0,0.461,70
0.757,0.954,0.042,1,1.0,80
0.431,0.278,0.88,0,0.158,65
0.119,0.274,0.439,0,0.211,58
0.989,0.753,0.925,1,0.687,85
0.552,0.509,0.169,1,0.63,69
0.54,0.799,0.007,2,0.896,60
0.282,0.948,0.427,0,0.954,74
0.295,0.11,0.706,2,0.0,53
0.493,0.087,0.137,0,0.156,54
0.354,0.079,0.793,1,0.0,52
0.335,0.453,0.736,1,0.536,64
0.315,0.925,0.433,1,1.0,64
0.841,0.661,0.878,0,0.796,89
0.246,0.586,0.872,0,0.638,64
0.151,0.814,0.734,0,0.704,68
0.089,0.516,0.723,0,0.367,54
0.558,0.209,0.178,0,0.265,65
0.631,0.235,0.349,1,0.282,59
0.3,0.232,0.292,0,0.229,58
0.598,0.543,0.295,0,0.427,76
0.755,0.287,0.969,0,0.211,78
0.176,0.956,0.661,0,1.0,72
0.774,0.484,0.805,0,0.514,84
0.029,0.268,0.215,2,0.353,33
0.772,0.262,0.318,0,0.355,72
0.261,0.055,0.486,0,0.007,58
0.309,0.41,0.573,0,0.421,66
0.11,0.968,0.611,0,0.999,61
0.722,0.802,0.09,1,0.752,72
0.766,0.063,0.049,0,0.022,63
0.157,0.536,0.86,0,0.473,59
0.374,0.413,0.553,0,0.545,59
0.02,0.94,0.103,0,1.0,53
0.283,0.024,0.632,1,0.0,48
0.124,0.784,0.655,0,0.879,69
0.862,0.077,0.505,1,0.156,68
0.015,0.83,0.605,0,0.709,63
0.391,0.831,0.859,2,0.778,66
0.023,0.274,0.203,0,0.415,49
0.377,0.43,0.222,0,0.448,62
0.908,0.533,0.245,0,0.681,84
0.951,0.763,0.715,0,0.68,97
0.397,0.232,0.37,1,0.115,53
0.144,0.63,0.084,1,0.531,56
0.49,0.25,0.141,1,0.351,57
0.84,0.761,0.059,0,0.687,79
0.338,0.151,0.321,1,0.181,56
0.268,0.209,0.562,0,0.223,56
0.652,0.322,0.709,1,0.338,72
0.733,0.921,0.426,0,0.884,87
0.162,0.748,0.166,0,0.859,56
0.886,0.495,0.626,1,0.491,82
0.547,0.399,0.297,0,0.548,70
0.88,0.271,0.322,0,0.29,72
0.29,0.685,0.803,1,0.646,66
0.472,0.211,0.33,1,0.277,61
0.135,0.524,0.829,0,0.469,58
0.47,0.993,0.006,1,0.899,70
0.538,0.331,0.061,0,0.359,59
0.636,0.883,0.345,0,1.0,77
0.821,0.868,0.584,0,0.828,91
0.934,0.561,0.642,0,0.434,82
0.731,0.28,0.263,0,0.168,71
0.645,0.383,0.576,2,0.411,61
0.807,0.871,0.668,0,0.784,82
0.232,0.216,0.93,1,0.11,52
0.875,0.323,0.896,0,0.214,86
0.425,0.472,0.303,2,0.357,56
0.377,0.386,0.474,0,0.488,62
0.078,0.605,0.214,0,0.739,60
0.711,0.84,0.56,0,0.899,80
0.12,0.9,0.652,0,0.758,65
0.466,0.67,0.728,0,0.705,79
0.921,0.191,0.374,1,0.34,68
0.361,0.195,0.586,0,0.073,59
0.254,0.922,0.607,0,0.966,72
0.398,0.996,0.704,0,1.0,83
0.823,0.863,0.928,1,0.903,86
0.473,0.875,0.751,2,0.756,67
0.613,0.713,0.706,0,0.824,75
0.42,0.846,0.056,1,0.909,62
0.858,0.277,0.853,1,0.311,70
0.837,0.848,0.316,1,0.749,86
0.722,0.366,0.014,1,0.337,69
0.67,0.065,0.825,1,0.0,63
0.173,0.045,0.609,1,0.047,44
0.747,0.838,0.003,0,0.856,74
0.466,0.836,0.086,0,0.712,76
0.183,0.086,0.318,1,0.226,49
0.789,0.218,0.375,0,0.331,78
0.308,0.681,0.943,2,0.588,65
0.133,0.053,0.706,0,0.0,53
0.414,0.835,0.273,0,0.738,69
0.698,0.265,0.49,1,0.224,70
0.523,0.83,0.687,0,0.691,83
0.386,0.538,0.211,1,0.518,61
0.682,0.289,0.342,1,0.304,68
0.269,0.513,0.211,0,0.503,54
0.115,0.658,0.186,0,0.648,55
0.564,0.658,0.901,0,0.718,80
0.869,0.008,0.421,0,0.0,77
0.187,0.358,0.163,1,0.264,43
0.809,0.456,0.576,0,0.525,80
0.244,0.723,0.601,0,0.777,64
0.971,0.877,0.763,1,0.759,89
0.269,0.577,0.593,0,0.581,70
0.887,0.965,0.943,0,1.0,96
0.14,0.663,0.789,0,0.804,62
0.766,0.801,0.459,0,0.789,85
0.2,0.172,0.308,0,0.093,49
0.09,0.245,0.685,2,0.328,38
0.159,0.1,0.55,0,0.16,57
0.668,0.831,0.706,2,0.956,72
0.318,0.935,0.4,0,1.0,75
0.73,0.425,0.394,0,0.379,77
0.97,0.027,0.886,0,0.107,79
0.34,0.823,0.611,2,0.792,57
0.23,0.5,0.044,0,0.481,55
0.654,0.426,0.285,0,0.479,71
0.261,0.955,0.18,0,1.0,71
0.465,0.083,0.686,0,0.13,62
0.807,0.161,0.129,1,0.126,64
0.486,0.96,0.402,2,0.826,66
0.742,0.116,0.807,0,0.117,77
0.712,0.844,0.972,0,0.93,93
0.532,0.383,0.675,0,0.235,76
0.708,0.258,0.515,1,0.326,67
0.049,0.282,0.122,0,0.27,42
0.599,0.369,0.426,1,0.308,69
0.543,0.179,0.357,0,0.163,62
0.036,0.112,0.732,1,0.184,42
0.084,0.095,0.727,1,0.093,51
0.345,0.458,0.617,2,0.579,61
0.82,0.569,0.041,0,0.531,73
0.977,0.638,0.882,0,0.642,94
0.338,0.637,0.302,0,0.494,71
0.257,0.653,0.883,2,0.777,64
0.794,0.571,0.995,1,0.575,85
0.244,0.799,0.374,0,0.714,71
0.275,0.689,0.186,1,0.74,59
0.91,0.678,0.273,0,0.59,87
0.657,0.275,0.462,2,0.418,58
0.221,0.018,0.325,0,0.051,53
0.609,0.461,0.421,1,0.41,66
0.93,0.013,0.341,0,0.11,69
0.854,0.499,0.532,0,0.551,79
0.032,0.852,0.968,1,0.848,67
0.083,0.748,0.53,0,0.686,59
0.675,0.03,0.625,0,0.067,69
0.415,0.765,0.751,0,0.782,74
0.235,0.921,0.132,1,1.0,56
0.396,0.211,0.111,0,0.115,53
0.778,0.734,0.401,0,0.69,79
0.9,0.279,0.77,1,0.161,81
0.96,0.762,0.318,1,0.772,79
0.404,0.757,0.286,0,0.654,74
0.4,0.003,0.83,2,0.0,47
0.907,0.383,0.653,0,0.356,84
0.619,0.139,0.62,0,0.169,71
0.945,0.325,0.25,1,0.363,76
0.952,0.023,0.601,2,0.069,68
0.863,0.85,0.161,0,0.917,81
0.472,0.713,0.2,0,0.651,75
0.207,0.461,0.245,1,0.444,49
0.177,0.461,0.641,2,0.492,48
0.92,0.159,0.462,0,0.011,71
0.677,0.867,0.996,2,0.833,81
0.958,0.883,0.537,1,0.966,89
0.534,0.024,0.481,1,0.0,61
0.828,0.725,0.04,0,0.79,80
0.65,0.429,0.124,0,0.533,73
0.58,0.792,0.722,0,0.766,78
0.913,0.796,0.21,0,0.745,88
0.458,0.709,0.753,2,0.637,62
0.445,0.787,0.7,1,0.72,65
0.14,0.522,0.026,0,0.541,57
0.307,0.716,0.568,0,0.709,68
0.295,0.744,0.695,0,0.776,74
0.257,0.228,0.851,1,0.169,57
0.259,0.721,0.745,1,0.693,65
0.17,0.344,0.156,2,0.344,43
0.378,0.926,0.648,2,0.934,61
0.897,0.014,0.947,0,0.0,75
0.15,0.609,0.729,0,0.654,61
0.459,0.913,0.906,2,0.987,74
0.788,0.898,0.741,0,0.947,88
0.099,0.33,0.067,1,0.468,49
0.538,0.079,0.798,0,0.099,64
0.256,0.739,0.69,1,0.846,60
0.717,0.177,0.979,0,0.193,71
0.19,0.831,0.064,0,0.838,56
0.228,0.586,0.581,0,0.465,68
0.051,0.79,0.073,0,0.675,52
0.197,0.542,0.215,0,0.482,52
0.43,0.905,0.72,0,0.988,74
0.806,0.614,0.456,0,0.54,80
0.271,0.631,0.329,0,0.635,69
0.3,0.867,0.249,0,0.92,68
0.626,0.111,0.757,0,0.107,67
0.974,0.471,0.163,0,0.549,83
0.095,0.862,0.342,1,0.874,53
0.779,0.763,0.213,1,0.705,79
0.472,0.685,0.928,0,0.706,73
0.156,0.766,0.786,2,0.663,59
0.326,0.516,0.474,1,0.603,63
0.269,0.933,0.472,2,1.0,59
0.306,0.727,0.829,0,0.712,70
0.394,0.417,0.762,0,0.284,67
0.646,0.14,0.457,0,0.0,70
0.209,0.717,0.295,0,0.574,62
0.382,0.558,0.739,2,0.472,60
0.856,0.107,0.243,0,0.174,77
0.593,0.952,0.947,2,1.0,78
0.909,0.487,0.28,1,0.513,70
0.056,0.343,0.538,0,0.47,49
0.134,0.75,0.325,2,0.82,55
0.874,0.59,0.574,1,0.466,76
0.573,0.763,0.261,1,0.858,72
0.14,0.77,0.871,1,0.833,60
0.853,0.905,0.446,0,0.81,88
0.461,0.333,0.678,1,0.261,64
0.933,0.14,0.642,0,0.109,79
0.048,0.528,0.913,1,0.49,56
0.996,0.96,0.873,0,1.0,98
0.575,0.634,0.734,1,0.512,73
0.112,0.158,0.514,2,0.034,47
0.61,0.993,0.752,2,1.0,79
0.466,0.889,0.994,0,0.934,76
0.648,0.34,0.528,1,0.412,73
0.889,0.401,0.294,1,0.499,68
0.225,0.427,0.259,0,0.452,61
0.532,0.654,0.2,2,0.676,59
0.88,0.867,0.153,2,0.761,73
0.101,0.533,0.944,0,0.617,63
